rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,axes,buttons
1538693482181212164,,5146,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482230766776,,5147,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482298247724,,5148,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482331405428,,5149,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482380960245,,5150,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482434477647,,5151,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482499643592,,5152,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482534949062,,5153,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482660828790,,5154,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482667634155,,5155,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482705561338,,5156,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482732302993,,5157,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482783690582,,5158,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482832174310,,5159,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482882140446,,5160,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482932353699,,5161,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693482984209530,,5162,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483034208359,,5163,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483084273792,,5164,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483132374939,,5165,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483184139474,,5166,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483232758661,,5167,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483283125396,,5168,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483333541293,,5169,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483384140228,,5170,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483435269505,,5171,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483485514697,,5172,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483536665705,,5173,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483585808461,,5174,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483634115124,,5175,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483685061767,,5176,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483734683162,,5177,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483783613832,,5178,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483834241500,,5179,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483885376926,,5180,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483934784169,,5181,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693483983914574,,5182,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484034491204,,5183,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484170839126,,5184,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484176772001,,5185,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484184900695,,5186,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484234549309,,5187,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484284344596,,5188,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484344555222,,5189,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484384987868,,5190,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484437115549,,5191,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484487106153,,5192,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484548543984,,5193,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484585149296,,5194,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484634960743,,5195,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484685198483,,5196,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484754193401,,5197,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484785327929,,5198,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484835428243,,5199,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484885531509,,5200,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484959713896,,5201,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693484985761397,,5202,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485037401814,,5203,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485086919504,,5204,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485161306570,,5205,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485188776555,,5206,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485237105670,,5207,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485286921812,,5208,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485338514615,,5209,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485386385580,,5210,,1538693304,760533467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485392707110,,5211,,1538693485,305036467,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485414744310,,5212,,1538693485,327551111,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485422600494,,5213,,1538693485,333847721,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485472786932,,5214,,1538693485,333847721,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485521634269,,5215,,1538693485,333847721,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485576556190,,5216,,1538693485,333847721,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485622002908,,5217,,1538693485,333847721,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485671996612,,5218,,1538693485,333847721,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485721597941,,5219,,1538693485,333847721,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485779850291,,5220,,1538693485,333847721,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485894672844,,5221,,1538693485,705038481,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485902621948,,5222,,1538693485,711276200,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485902638567,,5223,,1538693485,711276200,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485902681013,,5224,,1538693485,775045435,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485913261047,,5225,,1538693485,775045435,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693485982085745,,5226,,1538693485,775045435,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486012628442,,5227,,1538693485,775045435,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486063035488,,5228,,1538693485,775045435,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486113184242,,5229,,1538693485,775045435,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486128155825,,5230,,1538693486,40021883,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486141834767,,5231,,1538693486,53785741,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486188942495,,5232,,1538693486,88766396,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486196189496,,5233,,1538693486,97562489,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486201716898,,5234,,1538693486,110093072,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486206104491,,5235,,1538693486,118772583,'',"[-0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486218610555,,5236,,1538693486,131287074,'',"[-0.0, 0.002858567051589489, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486226055209,,5237,,1538693486,138782209,'',"[-0.0, 0.01235321443527937, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486245509734,,5238,,1538693486,146291460,'',"[-0.0, 0.021847862750291824, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486256005719,,5239,,1538693486,167523486,'',"[-0.0, 0.06935501098632812, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486258249266,,5240,,1538693486,168772067,'',"[-0.0, 0.078849658370018, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486261319371,,5241,,1538693486,171300400,'',"[-0.0, 0.08834430575370789, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486288590350,,5242,,1538693486,201290481,'',"[-0.0, 0.09783895313739777, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486301056385,,5243,,1538693486,206401860,'',"[-0.0, 0.10733360052108765, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486305096156,,5244,,1538693486,207744449,'',"[-0.0, 0.11682824790477753, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486305189663,,5245,,1538693486,210085715,'',"[-0.0, 0.1263228952884674, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486305224335,,5246,,1538693486,216348235,'',"[-0.0, 0.1358175426721573, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486308272087,,5247,,1538693486,220038879,'',"[-0.0, 0.14531219005584717, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538693486310993341,,5248,,1538693486,221314431,'',"[-0.0, 0.15480683743953705, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
